"","theta.pm.t","w","diag.Ct"
"1",1.38634966368532,0.00100542545558691,676.132447337589
"2",-0.401282686049845,0.000992886833715199,674.529069394574
"3",0.257366993311944,0.00100515798724954,674.46082588765
"4",1.05760810391383,0.000996643881732604,634.944364576459
"5",-2.1720957004119e-05,0.000999100194388291,1.43904195932309e-05
"6",-1.34788637459161,0.000999880360286753,663.296144887543
"7",0.7334783878047,0.000993618535233125,661.39952851188
"8",0.941781232688111,0.00099873291740473,659.56707762795
"9",0.702769000903326,0.00100529486708004,658.31401154754
"10",0.0133810802336838,0.000997740743175754,657.101490814519
"11",-0.775457429933643,0.000995081384610251,656.578056827757
"12",2.10718357249137,0.000999735994196887,656.767433769901
"13",-1.36250313428615,0.000998162229204715,658.013683620835
"14",-0.638770127768427,0.000994148512121779,659.812936884357
"15",0.737956616153569,0.00100392404180562,660.597698825135
"16",0.558320312966603,0.000997792843699277,661.475672225605
"17",0.832541787928636,0.00099833609168369,662.949983829051
"18",1.8312314326702,0.000995515244017559,664.092240918843
"19",-0.941957772253484,0.000996730163405602,665.045583932299
"20",-0.534009326781924,0.00100348195986925,665.89415718609
"21",1.32343859665197,0.00100005148408828,665.916379068644
"22",-0.54862735178872,0.000995539524225371,666.066438843702
"23",-0.627980672330206,0.000998299432292637,666.27628470671
"24",-0.214069029327008,0.00099587081002341,666.3076241342
"25",-2.52584087657352,0.00100190515233058,666.566498109994
"26",0.919433760481366,0.000999415707069341,666.044345986729
"27",0.465123494383437,0.00100774532872519,665.666835315095
"28",1.12861828278348,0.000995227333524432,665.389713326607
